,num_cp,dim_h0_amb_1,dim_h0_amb_2,dim_h0_amb_3,dim_h0_amb_4,dim_h0_amb_5,dim_h0_amb_6,dim_h0_amb_7,dim_h0_amb_8,dim_h0_amb_9,dim_h0_amb_10,dim_h0_amb_11,dim_h0_amb_12,dim_h0_amb_13,dim_h0_amb_14,dim_h0_amb_15,dim_h0_amb_16,dim_h0_amb_17,dim_h0_amb_18,dim_cp_1,dim_cp_2,dim_cp_3,dim_cp_4,dim_cp_5,dim_cp_6,dim_cp_7,dim_cp_8,dim_cp_9,dim_cp_10,dim_cp_11,dim_cp_12,dim_cp_13,dim_cp_14,dim_cp_15
1087,10,6,4,4,4,4,6,6,6,18,24,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
7669,3,40,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
6563,5,6,12,6,12,18,18,18,18,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,0,0,0,0,0,0,0,0,0,0
5608,6,16,8,8,8,32,8,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0
4098,8,6,4,4,9,6,12,9,27,6,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4825,7,24,6,6,6,12,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
5004,6,6,10,6,10,9,9,15,15,15,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0
3393,6,18,6,6,6,9,9,18,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
4961,7,6,6,6,6,8,8,27,12,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
2287,8,6,4,4,8,8,8,8,8,8,30,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,0,0,0,0,0,0,0
4446,7,12,10,6,6,6,10,10,15,15,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
1783,9,6,4,4,9,6,18,9,6,9,9,6,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
3856,7,8,8,6,8,8,8,8,8,24,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
1894,8,6,8,6,6,8,12,8,9,9,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
2345,9,4,4,4,4,4,4,15,15,10,10,30,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,4,0,0,0,0,0,0
1321,9,12,6,6,6,6,6,6,9,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
7209,4,27,27,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
3038,8,16,6,6,6,8,8,8,9,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4934,6,12,6,6,18,18,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
534,11,4,4,4,4,4,9,6,6,36,6,6,9,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
1429,9,12,6,12,6,6,6,6,6,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
4509,8,6,4,4,8,6,6,6,12,9,30,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5430,7,4,4,4,24,6,8,36,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6917,6,6,6,6,12,54,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
4490,7,12,6,6,6,16,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
585,10,6,4,4,6,6,6,6,6,18,9,9,9,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
1803,8,6,4,4,9,6,6,18,6,18,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1400,10,4,4,4,4,4,4,12,6,9,36,8,12,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
7286,5,6,10,6,10,9,45,15,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
2867,9,6,4,4,8,6,8,6,9,8,24,9,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
5055,8,6,4,4,6,6,6,12,54,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5144,9,4,4,4,4,4,6,6,9,9,54,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
6426,6,36,6,6,6,18,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
3185,6,6,10,6,10,18,10,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
1426,10,6,6,4,4,4,8,8,4,8,8,12,12,16,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,0,0,0,0,0
491,11,6,6,6,6,6,6,6,6,8,8,8,8,9,9,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
5459,7,6,30,10,6,6,10,10,10,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
4055,5,18,6,9,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
5080,8,4,4,4,6,6,48,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0
7539,3,30,6,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
1979,8,18,6,6,6,6,6,12,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1193,9,4,4,6,4,4,9,24,6,8,12,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
4975,6,6,6,12,18,18,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
932,10,6,4,4,18,6,6,6,6,18,6,6,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
6626,7,6,4,4,6,6,81,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
476,11,4,4,4,6,6,6,6,9,6,6,18,9,9,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
852,10,4,4,4,18,6,6,6,6,6,18,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
6515,5,6,6,9,30,9,12,12,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
3898,11,4,4,6,4,4,6,6,4,4,54,6,6,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
2002,9,6,6,6,6,6,6,8,8,12,9,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
2842,8,12,10,10,6,6,6,10,10,10,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
3196,6,6,10,6,6,10,10,18,15,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
6188,4,27,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
1385,9,6,4,4,6,6,6,12,12,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
1978,8,12,6,6,6,6,12,9,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4076,8,4,4,6,4,4,9,36,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
3625,7,12,6,6,6,18,9,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
3245,7,18,6,6,6,6,18,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
1720,8,6,6,6,6,6,6,18,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
3785,7,12,10,6,6,6,10,10,15,15,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
6843,5,16,6,6,9,30,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
6175,5,6,8,27,9,12,12,12,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
5680,6,6,8,6,16,24,9,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7102,4,24,6,9,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
2111,9,6,4,4,6,6,6,8,8,8,27,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
5993,6,6,6,6,18,27,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
1721,8,6,6,6,6,6,6,18,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
4630,8,6,4,4,6,6,6,36,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
401,11,6,4,4,12,6,6,6,8,8,8,9,6,6,9,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
1858,8,6,6,6,6,12,12,9,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1786,9,4,4,6,4,4,9,9,27,9,9,6,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
2020,10,4,4,4,4,4,9,6,54,6,6,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5194,6,18,6,6,6,24,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
6788,3,15,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0
5696,6,6,10,6,6,10,30,15,15,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
5822,5,18,6,10,10,15,15,15,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
4570,7,6,8,6,6,8,24,9,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
573,10,6,8,6,6,6,6,6,6,8,8,9,9,12,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
1915,8,6,4,4,6,6,9,6,18,18,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
6436,6,6,8,6,16,24,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
5678,6,6,8,8,8,24,8,12,16,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
1886,10,4,4,6,4,4,9,6,6,9,36,6,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
535,11,6,4,4,4,4,6,6,6,6,6,36,9,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
2173,8,6,6,6,8,6,16,8,9,9,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
1406,10,4,4,6,4,4,9,6,6,36,9,6,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
2770,7,6,8,6,12,12,8,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
3260,7,6,8,6,8,8,8,12,12,12,12,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
1281,9,4,4,4,6,6,6,18,12,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
473,11,6,4,4,6,6,6,6,6,6,6,18,9,9,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
1966,8,18,6,6,6,6,6,12,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5166,8,6,4,4,6,6,6,36,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
881,10,4,4,4,6,6,9,6,8,8,12,9,9,12,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
3151,8,4,4,4,6,6,6,18,36,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6375,5,18,6,6,8,12,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
2664,8,6,6,6,6,6,12,18,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
469,11,6,6,6,6,6,6,6,6,6,6,12,9,9,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
3045,8,6,10,12,6,6,6,10,10,10,15,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
4220,7,4,4,4,16,8,8,48,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
247,12,4,4,6,4,4,6,6,6,6,4,9,9,6,27,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
1670,8,4,4,4,6,18,12,18,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5921,6,20,6,6,20,10,10,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
865,11,6,4,4,4,4,18,6,6,9,9,6,6,9,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
761,10,6,6,6,6,6,6,6,6,9,9,9,9,9,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
2495,10,6,4,4,4,4,6,4,4,72,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
6247,6,24,6,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0
6659,7,4,4,6,4,4,90,12,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
3248,7,18,6,6,6,6,18,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
425,11,4,4,6,4,4,9,6,6,9,6,18,9,6,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
3392,6,6,6,6,6,18,18,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
3076,8,12,12,6,6,6,6,12,12,12,12,9,0,0,0,0,0,0,0,1,1,1,1,1,2,2,5,0,0,0,0,0,0,0
7596,4,6,60,9,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
228,11,6,4,4,4,4,8,6,6,6,8,8,8,27,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
3428,7,6,6,6,8,9,9,9,12,12,12,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0
2492,9,4,4,4,4,4,6,9,9,18,27,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4582,7,6,8,6,8,8,8,12,12,16,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
1041,9,4,4,4,6,8,8,8,8,12,12,12,12,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,0,0,0,0,0,0
5112,7,4,4,4,10,10,10,30,15,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,4,0,0,0,0,0,0,0,0
1617,8,18,6,6,6,6,6,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
2453,7,6,6,6,6,12,18,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
7531,4,6,30,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
5861,5,12,8,8,24,9,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5948,6,6,8,6,36,8,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2127,9,6,6,6,6,6,6,8,8,16,9,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
5621,6,8,10,8,10,20,10,8,20,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0
5925,8,36,6,6,6,6,6,6,6,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2899,8,6,6,6,6,6,18,9,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
58,13,4,4,4,4,4,9,6,6,6,4,4,6,6,9,18,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
3050,8,12,8,6,6,6,6,16,8,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
2233,9,4,4,6,4,4,36,8,8,12,8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
5817,6,6,6,6,24,12,9,12,12,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
96,12,6,4,4,4,4,6,6,6,9,6,6,4,27,9,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
3578,8,6,6,6,6,6,8,16,12,9,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
960,9,6,6,6,6,6,6,12,12,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3337,9,4,4,6,4,4,12,4,9,24,12,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
6580,5,12,6,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
877,10,6,4,4,6,6,6,6,6,8,12,9,12,12,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
6550,6,6,6,6,6,27,27,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
156,12,4,4,6,4,4,6,6,4,4,9,6,18,6,9,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
4625,6,6,6,6,12,20,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3078,8,6,8,24,6,8,8,8,8,8,8,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,0,0,0,0,0,0,0
611,10,6,4,4,6,6,6,6,6,18,9,9,9,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
1737,8,6,4,4,6,6,18,12,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1835,9,6,4,4,4,4,6,9,12,12,12,12,9,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
4149,8,4,4,6,4,4,9,27,18,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
447,11,6,6,4,4,4,4,4,6,6,8,8,8,24,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
1297,9,4,4,4,6,6,6,6,36,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3982,7,6,8,6,6,8,18,9,12,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3620,7,12,6,6,6,12,18,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
592,10,4,4,4,6,6,6,9,6,18,9,9,9,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
3816,7,12,6,6,6,16,8,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
5039,6,16,8,6,6,20,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
4395,6,6,6,6,12,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
5810,5,6,8,8,10,12,15,20,15,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,0,0,0,0,0,0,0,0,0,0
5602,5,12,18,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
3915,7,6,8,6,8,8,8,9,12,12,16,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
4664,7,6,6,6,6,18,18,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
624,11,4,4,4,4,4,9,6,6,9,6,36,6,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
6398,7,6,8,6,6,6,8,48,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
7039,4,15,9,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0
1665,9,4,4,6,4,4,15,4,9,9,10,15,15,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,0,0,0,0,0,0
5729,6,6,6,6,6,20,15,15,15,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
756,10,6,6,6,6,6,6,6,6,9,9,9,9,9,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
7794,3,6,70,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
3857,7,8,8,6,24,8,8,8,8,12,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
4564,7,6,6,6,6,18,18,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
2542,7,6,6,6,18,9,9,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
5591,7,4,4,6,4,4,12,24,30,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6425,6,24,6,6,6,27,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2865,9,6,8,6,6,6,6,6,24,8,8,9,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
6576,5,36,6,8,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5598,10,4,4,6,4,4,6,6,4,6,9,54,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
7261,7,4,4,6,4,4,60,6,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1732,8,6,6,6,6,8,8,9,9,9,12,12,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
764,10,6,6,6,6,6,6,6,6,9,9,9,9,9,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
6840,5,6,10,6,30,15,15,15,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
6121,7,6,6,6,6,8,8,12,36,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6998,3,20,10,20,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0
7503,4,60,10,10,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
7204,3,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
3524,8,12,6,6,6,6,6,24,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1242,10,4,4,4,4,4,9,6,6,9,18,18,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
1024,9,6,6,6,6,6,6,6,18,12,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5418,6,6,4,4,16,20,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
752,10,6,6,6,6,6,6,6,6,9,9,9,9,9,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
351,11,6,4,4,6,4,9,6,6,12,6,9,6,9,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
2404,7,6,8,6,6,6,18,12,12,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3132,9,4,4,4,6,6,6,6,6,54,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4872,7,18,8,6,6,6,8,24,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6486,4,18,18,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2445,7,4,4,4,6,6,36,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3842,7,6,8,12,8,6,8,24,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
4190,8,6,4,4,9,6,6,9,36,6,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
561,10,4,4,4,6,6,6,9,9,6,6,18,9,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
